species	rel_abundance_SRR29355722	reads_SRR29355722	rel_abundance_SRR29355723	reads_SRR29355723	rel_abundance_SRR29355724	reads_SRR29355724	rel_abundance_SRR29355725	reads_SRR29355725	rel_abundance_SRR29355726	reads_SRR29355726	rel_abundance_SRR29355727	reads_SRR29355727	rel_abundance_SRR29355728	reads_SRR29355728	rel_abundance_SRR29355729	reads_SRR29355729	rel_abundance_SRR29355730	reads_SRR29355730	rel_abundance_SRR29355731	reads_SRR29355731	rel_abundance_SRR29355732	reads_SRR29355732	rel_abundance_SRR29355733	reads_SRR29355733	rel_abundance_SRR29355734	reads_SRR29355734	rel_abundance_SRR29355735	reads_SRR29355735	rel_abundance_SRR29355736	reads_SRR29355736	rel_abundance_SRR29355737	reads_SRR29355737	rel_abundance_SRR29355738	reads_SRR29355738	rel_abundance_SRR29355739	reads_SRR29355739	rel_abundance_SRR29355740	reads_SRR29355740	rel_abundance_SRR29355741	reads_SRR29355741	rel_abundance_SRR29355742	reads_SRR29355742	rel_abundance_SRR29355743	reads_SRR29355743	rel_abundance_SRR29355744	reads_SRR29355744	rel_abundance_SRR29355745	reads_SRR29355745	rel_abundance_SRR29355746	reads_SRR29355746	rel_abundance_SRR29355747	reads_SRR29355747	rel_abundance_SRR29355748	reads_SRR29355748	rel_abundance_SRR29355749	reads_SRR29355749	rel_abundance_SRR29355750	reads_SRR29355750	rel_abundance_SRR29355751	reads_SRR29355751	rel_abundance_SRR29355752	reads_SRR29355752	rel_abundance_SRR29355753	reads_SRR29355753
Geobacter soli	0	0	0	0	0.00292508848392664	1	0	0	0	0	0.00792267469497703	1	0	0	0	0	0	0	0	0	0.00505331244630856	1	0.0334728033472803	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374742364624321	1	0.00169972634405861	1	0.00420486081910689	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geobacter sp.	0	0	0	0	0.00292508848392664	1	0	0	0.00212524041782227	2	0.00792267469497703	1	0.030434451799437	8	0.00541858574911948	1	0.0113365831538374	6	0	0	0.0101066248926171	2	0	0	0.121396054628225	12	0	0	0.0393197680133687	4	0.0169952413324269	9	0.00517330574236937	2	0.0480791245020376	21	0	0	0.0532615703753539	19	0.013696753869333	1	0.0112422709387296	3	0.0322948005371135	19	0.0168194432764276	4	0.00944465432565168	5	0.0130187991459668	5	0.0102124183006536	2	0.0205592105263158	1	0	0	0	0	0.016202728539486	10	0.0267737617135208	6
Geobacter sulfurreducens	0.00968054211035818	2	0	0	0	0	0	0	0.00106262020891113	1	0	0	0	0	0	0	0.00188943052563957	1	0.00258585022755482	1	0	0	0	0	0.0202326757713708	2	0	0	0.0196598840066844	2	0.00755344059218974	4	0	0	0.0412106781446037	18	0	0	0.0308356460067838	11	0	0	0	0	0.00339945268811721	2	0.0126145824573207	3	0.00566679259539101	3	0.00260375982919336	1	0	0	0.0411184210526316	2	0	0	0	0	0.00648109141579442	4	0	0
Geobacter thiogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377886105127914	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0.00258665287118469	1	0	0	0	0	0.00560648109214252	2	0	0	0	0	0.00169972634405861	1	0	0	0.00377786173026067	2	0	0	0	0	0	0	0	0	0	0	0.00810136426974303	5	0	0
Geobacter uraniireducens	0.00484027105517909	1	0	0	0	0	0	0	0.00212524041782227	2	0	0	0.0114129194247889	3	0	0	0.00188943052563957	1	0.00775755068266446	3	0.00505331244630856	1	0.0167364016736402	1	0	0	0	0	0	0	0.0245486819246167	13	0.00258665287118469	1	0.0183158569531572	8	0	0	0.011212962184285	4	0.0273935077386659	2	0	0	0.0203967161287033	12	0.00420486081910689	1	0.00566679259539101	3	0.00781127948758007	3	0	0	0	0	0	0	0	0	0.0129621828315888	8	0	0
Geodermatophilaceae bacterium	0.00484027105517909	1	0	0	0.00292508848392664	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101163378856854	1	0	0	0	0	0	0	0.00517330574236937	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00478514690400995	1	0.0016202728539486	1	0	0
Geodermatophilus nigrescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geodermatophilus obscurus	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202326757713708	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0.0241254523522316	4	0	0	0.0016202728539486	1	0	0
Geofilum rubicundum	0	0	0	0	0	0	0	0	0.00212524041782227	2	0.00792267469497703	1	0.030434451799437	8	0.238417772961257	44	0.00755772210255829	4	0.0491311543235416	19	0	0	0	0	0.0101163378856854	1	0	0	0	0	0.15484553213989	82	0.0103466114847387	4	0.00228948211914465	1	0.00587509547030139	2	0.011212962184285	4	0	0	0	0	0.0169972634405861	10	0.0126145824573207	3	0.011333585190782	6	0.00781127948758007	3	0.0102124183006536	2	0.0205592105263158	1	0.0542822677925211	9	0	0	0.0113419099776402	7	0.00892458723784025	2
Geofilum sp.	0	0	0.0141213019840429	4	0.00585017696785328	2	0.00222905800008916	1	0.00106262020891113	1	0.00792267469497703	1	0.0418473712242258	11	0.482254131671634	89	0.00566829157691872	3	0.00517170045510964	2	0.0101066248926171	2	0.0167364016736402	1	0	0	0	0	0	0	0.0264370420726641	14	0.0103466114847387	4	0.00228948211914465	1	0	0	0.0196226838224988	7	0.0273935077386659	2	0.00374742364624321	1	0.00169972634405861	1	0.0168194432764276	4	0	0	0	0	0.0306372549019608	6	0.0411184210526316	2	0	0	0	0	0.0113419099776402	7	0.0267737617135208	6
Geofilum sp. HF401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258665287118469	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Geomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Geomicrobium sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101066248926171	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0.00377786173026067	2	0	0	0.0153186274509804	3	0	0	0	0	0	0	0	0	0	0
Geopsychrobacter electrodiphilus	0.00484027105517909	1	0	0	0	0	0.0222905800008916	10	0.00212524041782227	2	0.0316906987799081	4	0.00760861294985924	2	0.00541858574911948	1	0.00377886105127914	2	0.0103434009102193	4	0	0	0.0334728033472803	2	0.0303490136570562	3	0	0	0	0	0.0113301608882846	6	0	0	0.0663949814551948	29	0	0	0.0280324054607126	10	0.0410902616079989	3	0.00374742364624321	1	0.0135978107524689	8	0.0168194432764276	4	0.00566679259539101	3	0.00520751965838671	2	0.0102124183006536	2	0	0	0.0060313630880579	1	0.00478514690400995	1	0.0291649113710749	18	0.00446229361892013	1
Geosporobacter ferrireducens	0	0	0	0	0	0	0	0	0.0095635818802002	9	0.0158453493899541	2	0.0114129194247889	3	0	0	0.00188943052563957	1	0.0362019031857675	14	0.0101066248926171	2	0.0167364016736402	1	0	0	0	0	0.0393197680133687	4	0.00944180074023718	5	0.00258665287118469	1	0	0	0	0	0.0140162027303563	5	0	0	0.0299793891699457	8	0.00679890537623443	4	0.0210243040955344	5	0.00755572346052135	4	0	0	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
Geothermobacter sp.	0	0	0	0	0	0	0.0156034060006241	7	0.00106262020891113	1	0	0	0.00760861294985924	2	0	0	0.00755772210255829	4	0.00775755068266446	3	0	0	0	0	0	0	0.0113365831538374	3	0	0	0.0151068811843795	8	0.00258665287118469	1	0.0320527496680251	14	0	0	0.0140162027303563	5	0	0	0.00374742364624321	1	0.0186969897846447	11	0.00420486081910689	1	0	0	0.00520751965838671	2	0	0	0.102796052631579	5	0	0	0.00957029380801991	2	0.0016202728539486	1	0	0
Geothrix fermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146301815226226	27	0.00377886105127914	2	0.0698179561439801	27	0.0303198746778513	6	0	0	0	0	0	0	0	0	0.00188836014804744	1	0.00258665287118469	1	0	0	0	0	0.011212962184285	4	0	0	0	0	0	0	0	0	0.017000377786173	9	0	0	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
Geovibrio sp.	0	0	0	0	0.00292508848392664	1	0	0	0	0	0	0	0.00760861294985924	2	0	0	0.00188943052563957	1	0.00258585022755482	1	0.00505331244630856	1	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0	0	0	0	0.00840972163821378	3	0	0	0	0	0.00169972634405861	1	0.00840972163821378	2	0.0151114469210427	8	0.00520751965838671	2	0	0	0.0205592105263158	1	0	0	0	0	0.00810136426974303	5	0	0
Gilliamella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0.00169972634405861	1	0.00840972163821378	2	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0.00446229361892013	1
Gilliamella apicola	0	0	0.0247122784720751	7	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0.00566829157691872	3	0.00517170045510964	2	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101983580643516	6	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00446229361892013	1
Gilliamella bombi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gilliamella mensalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374742364624321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gilliamella sp.	0	0	0	0	0	0	0.0200615220008025	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258665287118469	1	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gillisia limnaea	0	0	0.00353032549601073	1	0.00292508848392664	1	0.00891623200035665	4	0.00106262020891113	1	0	0	0	0	0.0270929287455974	5	0.00188943052563957	1	0.00517170045510964	2	0.00505331244630856	1	0	0	0	0	0	0	0	0	0.0113301608882846	6	0	0	0	0	0	0	0.0392453676449976	14	0	0	0.00374742364624321	1	0.00339945268811721	2	0.00420486081910689	1	0.00755572346052135	4	0	0	0	0	0	0	0	0	0	0	0.00486081856184582	3	0.0223114680946006	5
Gillisia marina	0	0	0	0	0	0	0.00668717400026749	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0.00228948211914465	1	0	0	0.0140162027303563	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
Gillisia sp.	0.00968054211035818	2	0	0	0.00292508848392664	1	0.0200615220008025	9	0.00531310104455567	5	0	0	0	0	0.0596044432403143	11	0.00566829157691872	3	0.00258585022755482	1	0.0101066248926171	2	0	0	0	0	0	0	0	0	0.0132185210363321	7	0.0103466114847387	4	0.0114474105957232	5	0	0	0.00280324054607126	1	0.0410902616079989	3	0.00374742364624321	1	0.0101983580643516	6	0.00420486081910689	1	0.00944465432565168	5	0	0	0	0	0.0205592105263158	1	0	0	0	0	0.0210635471013319	13	0.0133868808567604	3
Gilvibacter sp.	0.00968054211035818	2	0.00353032549601073	1	0.0146254424196332	5	0.0780170300031207	35	0.0148766829247559	14	0	0	0	0	0.00541858574911948	1	0.00188943052563957	1	0.00258585022755482	1	0.00505331244630856	1	0.0334728033472803	2	0.0101163378856854	1	0	0	0	0	0.0339904826648538	18	0.0155199172271081	6	0.0045789642382893	2	0.00881264320545209	3	0.0224259243685701	8	0.013696753869333	1	0	0	0.00509917903217582	3	0.00420486081910689	1	0.00566679259539101	3	0.00260375982919336	1	0.0153186274509804	3	0	0	0	0	0	0	0.00648109141579442	4	0.0178491744756805	4
Gilvimarinus agarilyticus	0	0	0	0	0	0	0.00891623200035665	4	0	0	0.00792267469497703	1	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0320527496680251	14	0	0	0	0	0	0	0	0	0.00679890537623443	4	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.00486081856184582	3	0	0
Gilvimarinus chinensis	0	0	0	0	0.00292508848392664	1	0	0	0.00106262020891113	1	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00566508044414231	3	0	0	0.00228948211914465	1	0.0029375477351507	1	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0.0205592105263158	1	0	0	0	0	0.00648109141579442	4	0	0
Gilvimarinus polysaccharolyticus	0	0	0	0	0	0	0.0111452900004458	5	0	0	0	0	0	0	0	0	0.00566829157691872	3	0	0	0	0	0	0	0	0	0	0	0.00982994200334218	1	0.00377672029609487	2	0	0	0.0091579284765786	4	0	0	0	0	0.013696753869333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
Gimesia maris	0.00484027105517909	1	0.0317729294640966	9	0.00585017696785328	2	0	0	0	0	0.00792267469497703	1	0	0	0	0	0.0151154442051166	8	0	0	0	0	0.0669456066945607	4	0.0101163378856854	1	0	0	0	0	0.128408490067226	68	0.0206932229694775	8	0.0984477311232199	43	0	0	0.0140162027303563	5	0	0	0.00749484729248642	2	0.0254958951608791	15	0.0210243040955344	5	0.0302228938420854	16	0.0312451179503203	12	0.0102124183006536	2	0	0	0	0	0	0	0.00486081856184582	3	0	0
Glaciecola nitratireducens	0.00968054211035818	2	0	0	0	0	0.013374348000535	6	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0.013696753869333	1	0	0	0.0101983580643516	6	0	0	0.00566679259539101	3	0	0	0	0	0	0	0	0	0.00478514690400995	1	0	0	0	0
Glaciecola pallidula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0.0045789642382893	2	0.0029375477351507	1	0	0	0.013696753869333	1	0	0	0.00339945268811721	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glaciecola punicea	0	0	0	0	0	0	0.00891623200035665	4	0	0	0.00792267469497703	1	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0.00755772210255829	2	0	0	0.00377672029609487	2	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0.00169972634405861	1	0.00840972163821378	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glaciecola sp.	0	0	0.0494245569441503	14	0.00585017696785328	2	0	0	0	0	0	0	0	0	0	0	0	0	0.00775755068266446	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0.00560648109214252	2	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.00324054570789721	2	0	0
Glaciibacter superstes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Globicatella sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0364421270989264	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Globicatella sp.	0	0	0.0423639059521288	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566508044414231	3	0	0	0.00228948211914465	1	0	0	0.00560648109214252	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Globicatella sulfidifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140162027303563	5	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
Gloeobacter kilaueensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00541858574911948	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0786395360267374	8	0	0	0	0	0	0	0.0029375477351507	1	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0.0130187991459668	5	0	0	0	0	0	0	0	0	0	0	0	0
Gloeobacter violaceus	0	0	0	0	0	0	0	0	0	0	0.00792267469497703	1	0	0	0	0	0.00188943052563957	1	0	0	0.0101066248926171	2	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0.0091579284765786	4	0	0	0	0	0	0	0	0	0.00509917903217582	3	0	0	0.00377786173026067	2	0.00260375982919336	1	0.0051062091503268	1	0	0	0	0	0.0382811752320796	8	0.00324054570789721	2	0	0
Gloeocapsa sp.	0	0	0.00353032549601073	1	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0.00755772210255829	4	0	0	0.0151599373389257	3	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0.0091579284765786	4	0	0	0.00280324054607126	1	0	0	0	0	0.0152975370965275	9	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Gloeomargarita lithophora	0.00484027105517909	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0.0196598840066844	2	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0.00169972634405861	1	0.00420486081910689	1	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.0016202728539486	1	0.00892458723784025	2
Glomeribacter sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00755344059218974	4	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0.0102124183006536	2	0	0	0	0	0	0	0	0	0.00446229361892013	1
Gluconacetobacter diazotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377886105127914	2	0	0	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029375477351507	1	0	0	0	0	0	0	0	0	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0.00486081856184582	3	0	0
Gluconacetobacter sp.	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gluconobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00755344059218974	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gluconobacter albidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377672029609487	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gluconobacter cerinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Gluconobacter frateurii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gluconobacter japonicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gluconobacter morbifer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0216743429964779	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00374742364624321	1	0.00169972634405861	1	0	0	0.00377786173026067	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gluconobacter oxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00566829157691872	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gluconobacter sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gluconobacter thailandicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00339945268811721	2	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glutamicibacter arilaitensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202132497852342	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glutamicibacter halophytocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00478514690400995	1	0	0	0	0
Glutamicibacter sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258665287118469	1	0	0	0	0	0.00280324054607126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glycomyces arizonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0.00505331244630856	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Glycomyces sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258585022755482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00520751965838671	2	0	0	0	0	0	0	0	0	0	0	0	0
Glycomyces tenuis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Gordonia	0	0	0	0	0	0	0.00222905800008916	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202326757713708	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377786173026067	2	0	0	0	0	0	0	0	0	0.00478514690400995	1	0	0	0	0
Gordonia aichiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188836014804744	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia desulfuricans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Gordonia effusa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0.0155151013653289	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00849863172029303	5	0	0	0	0	0.00260375982919336	1	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia hirsuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00188943052563957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Gordonia jacobaea	0	0	0	0	0	0	0.00445811600017833	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169972634405861	1	0	0	0.00188893086513034	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia malaquae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016202728539486	1	0	0
Gordonia neofelifaecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228948211914465	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia polyisoprenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0.00380430647492962	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gordonia rhizosphera	0	0	0	0	0	0	0.00891623200035665	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
